Agent Name,Tweet URL,Author Profile Image,Author Display Name,Smart Engagement Points,Impressions Count,verified_tweet_id,twitter_handle,tweet_id,tweet_created_at,tweet_like_count,tweet_reply_count,tweet_retweet_count,tweet_quote_count,tweet_bookmark_count,tweet_impression_count,hashtag_count,mention_count,link_count,has_media,media_count,has_links,tweet_text_length,is_reply,is_quote,is_retweet,raw_tweet,dollar_count,mentions_used,links_used,hashtags_used,media_type
pippin,https://x.com/S4mmyEth/status/1886266557002625514,https://pbs.twimg.com/profile_images/1794709660844359680/zbYJdfZs_normal.jpg,s4mmy,9,33798,1.88627E+18,S4mmyEth,1.88627E+18,2025-02-03 04:12:46+00:00,246,95,24,8,38,33864,0,0,2,FALSE,0,TRUE,327,FALSE,TRUE,FALSE,"The market nukes but AI Agents continue to evolve 

OpenAI has just announced its next agent “deep research”

It goes live for the ChatGPT Pro subscription, albeit with a daily limit 

Initial reactions suggest it’s slower than others but provides a more accurate, comprehensive… https://t.co/2oNp0RykZR https://t.co/ITYyQeGkb5",,,"https://t.co/2oNp0RykZR, https://t.co/ITYyQeGkb5",,
FXN,https://x.com/protocol_fx/status/1887108946529247312,https://pbs.twimg.com/profile_images/1744426784383234048/9hlO1ovh_normal.png,f(x) Protocol,1,534,1.88711E+18,protocol_fx,1.88711E+18,2025-02-05 12:00:08+00:00,28,2,12,8,1,6875,0,0,3,TRUE,1,TRUE,323,FALSE,FALSE,FALSE,"T‑2 Hours
​
🚀 f(x) Protocol Base IDO  at 2pm UTC! 🚀
​
🔗 IDO Link: https://t.co/ajsY3lNqy6
​
What's on offer:
​
👉 10,000,000 tokens available
​
Pricing:
​
👉 General Public: $0.2 fxUSD per token
​
👉 veFXN Holders: $0.1 fxUSD per token (For each veFXN held, you can purchase up… https://t.co/DS2YXBEWOc https://t.co/immt9TVPCI","$0.2, $0.1",,"https://t.co/ajsY3lNqy6, https://t.co/DS2YXBEWOc, https://t.co/immt9TVPCI",,photo
Griffain,https://x.com/jeetsbyNav/status/1885187563196977265,https://pbs.twimg.com/profile_images/1697806075288768512/_bU8bhX8_normal.jpg,jeetsbyNav,14,44573,1.88519E+18,jeetsbyNav,1.88519E+18,2025-01-31 04:45:14+00:00,592,45,67,7,50,44706,0,0,0,FALSE,0,FALSE,247,FALSE,FALSE,FALSE,Sure I didn’t make a million on wif billy moodeng neiro goat spx pnut virtuals ai16z arc griffain aixbt fai zerebro pippin chillguy hype pengu vine and jellyjelly but I just need the cycle to go one week longer I’ll def make it big on the next one,,,,,
pippin,https://x.com/jeetsbyNav/status/1885187563196977265,https://pbs.twimg.com/profile_images/1697806075288768512/_bU8bhX8_normal.jpg,jeetsbyNav,14,44573,1.88519E+18,jeetsbyNav,1.88519E+18,2025-01-31 04:45:14+00:00,592,45,67,7,50,44706,0,0,0,FALSE,0,FALSE,247,FALSE,FALSE,FALSE,Sure I didn’t make a million on wif billy moodeng neiro goat spx pnut virtuals ai16z arc griffain aixbt fai zerebro pippin chillguy hype pengu vine and jellyjelly but I just need the cycle to go one week longer I’ll def make it big on the next one,,,,,
MONA,https://x.com/asxn_r/status/1885063892348657817,https://pbs.twimg.com/profile_images/1669029465362505756/CXGvN0w0_normal.jpg,ASXN,8,13942,1.88506E+18,asxn_r,1.88506E+18,2025-01-30 20:33:49+00:00,132,25,32,7,61,14098,0,1,2,TRUE,1,TRUE,294,FALSE,FALSE,FALSE,"1/

We recently launched our @monad_xyz ecosystem dashboard!

The dashboard lets you:
- Search through all protocols
- Filter by category
- Filter by program participation (Monad Madness, Accelerator, or Jumpstart)

Explore the full dashboard at:
https://t.co/MJ3k0huwTI https://t.co/k44MARuQAr",,@monad_xyz,"https://t.co/MJ3k0huwTI, https://t.co/k44MARuQAr",,photo
Cookie,https://x.com/SeiNetwork/status/1885391331612053635,https://pbs.twimg.com/profile_images/1873839225914716160/w8650_qp_normal.jpg,Sei 🔴💨,6,31703,1.88539E+18,SeiNetwork,1.88539E+18,2025-01-31 18:14:56+00:00,443,84,75,7,8,31943,0,1,1,FALSE,0,TRUE,248,FALSE,TRUE,FALSE,"AI is rapidly transforming DeFi, and this is your chance to be at the forefront.

Proud to join @cookiedotfun and leading Web3 ecosystems for the first-ever DeFAI Hackathon.

Time to build the future of intelligent finance 🫡 https://t.co/LItIkSA4iS",,@cookiedotfun,https://t.co/LItIkSA4iS,,
VIRTUAL,https://x.com/pakpakchicken/status/1885507378445246750,https://pbs.twimg.com/profile_images/1726183639992692736/oH5mNivW_normal.jpg,Chicken Genius,5,177816,1.88551E+18,pakpakchicken,1.88551E+18,2025-02-01 01:56:04+00:00,655,89,30,7,44,178141,0,1,0,FALSE,0,FALSE,239,FALSE,FALSE,FALSE,"If you are building on @virtuals_io $virtual

My DMs are open to you. While I will not talk about your project openly, it's simply way too unethical for an account my size. I got many ways to help you.

Share with me what you are building.",$virtual,@virtuals_io,,,
Moby AI,https://x.com/mattdorta/status/1885074510170218591,https://pbs.twimg.com/profile_images/1760347829166379008/Rjrt7Uv3_normal.jpg,Matias | AssetDash 🏁,5,116844,1.88507E+18,mattdorta,1.88507E+18,2025-01-30 21:16:00+00:00,372,95,47,7,299,117453,0,2,2,TRUE,1,TRUE,328,FALSE,FALSE,FALSE,"did 1 on 1 calls with a few of the people making the most money using @assetdash Whale Watch and @mobyagent to learn their strategy

key takeaway: it is the best filtering mechanism 

- sit on the feed
- use the right filters 
- identify trends 

thousands of coins are launching… https://t.co/LZpk0JUkCA https://t.co/TeihvpxOEt",,"@assetdash, @mobyagent","https://t.co/LZpk0JUkCA, https://t.co/TeihvpxOEt",,video
ChainGPT,https://x.com/binance/status/1886732933865587001,https://pbs.twimg.com/profile_images/1874825832637603840/Pz4JvKsD_normal.jpg,Binance,5,163149,1.88673E+18,binance,1.88673E+18,2025-02-04 11:05:59+00:00,843,384,229,7,17,165572,0,1,2,TRUE,1,TRUE,140,FALSE,FALSE,FALSE,"This Lunar New Year, we’re giving away free @Chain_GPT $CGPT red packets!

Grab yours now ➡️ https://t.co/laEnJJnmhJ https://t.co/DlXq9gbBle",$CGPT,@Chain_GPT,"https://t.co/laEnJJnmhJ, https://t.co/DlXq9gbBle",,photo
Ribbita,https://x.com/RaoulGMI/status/1885063552240677118,https://pbs.twimg.com/profile_images/1722258300665044992/bo9clXct_normal.jpg,Raoul Pal,2,6514,1.88506E+18,RaoulGMI,1.88506E+18,2025-01-30 20:32:28+00:00,60,10,11,7,2,6698,0,2,0,FALSE,0,FALSE,55,TRUE,FALSE,FALSE,"@ribbita2012 @lawdsaiyan Whatever that means, thank you",,"@ribbita2012, @lawdsaiyan",,,
SEND,https://x.com/MayanFinance/status/1887139523110547465,https://pbs.twimg.com/profile_images/1536765365648236544/gzQpQK3B_normal.jpg,Mayan 🗿,2,12198,1.88714E+18,MayanFinance,1.88714E+18,2025-02-05 14:01:38+00:00,90,9,15,7,10,23364,0,1,2,TRUE,1,TRUE,324,FALSE,FALSE,FALSE,"🤖 AI-powered cross-chain trading is here.

Mayan x @sendaifun unlocks a new frontier for autonomous agents: bridging, swapping, and executing trades across multiple chains.

For the first time, AI agents can take their portfolios across multiple chains, moving assets without… https://t.co/x8gttNrgvJ https://t.co/8LHyM539v5",,@sendaifun,"https://t.co/x8gttNrgvJ, https://t.co/8LHyM539v5",,photo
SNAI,https://x.com/adertray/status/1884691046082150845,https://pbs.twimg.com/profile_images/1885250477379461120/E5MZXQgR_normal.jpg,ray,1,59120,1.88469E+18,adertray,1.88469E+18,2025-01-29 19:52:15+00:00,813,81,62,7,18,59871,1,0,0,FALSE,0,FALSE,67,FALSE,FALSE,FALSE,"I just panic bought some more $MIA , #GRIFFAIN , $SNAI &amp; $TRUMP","$MIA, $SNAI, $TRUMP",,,#GRIFFAIN,
Griffain,https://x.com/DeFiMinty/status/1885470602489741725,https://pbs.twimg.com/profile_images/1580943652045701120/yc9sUEj9_normal.jpg,Minty,13,40613,1.88547E+18,DeFiMinty,1.88547E+18,2025-01-31 23:29:56+00:00,382,139,78,6,153,40744,0,0,1,TRUE,1,TRUE,290,FALSE,FALSE,FALSE,"Ironically think this is the best time to follow AI projects. Vaporware gets flushed out while good teams keep building. 

Projects I am following

Arc
Ava
Ket
Moby
Griffain
Cookie
Fartcoin
Listen 
Cod3x
Almanak
Tank
Virtuals
Eliza

What else should I be looking at? https://t.co/y24DeGJJ08",,,https://t.co/y24DeGJJ08,,photo
AVA,https://x.com/DeFiMinty/status/1885470602489741725,https://pbs.twimg.com/profile_images/1580943652045701120/yc9sUEj9_normal.jpg,Minty,13,40613,1.88547E+18,DeFiMinty,1.88547E+18,2025-01-31 23:29:56+00:00,382,139,78,6,153,40744,0,0,1,TRUE,1,TRUE,290,FALSE,FALSE,FALSE,"Ironically think this is the best time to follow AI projects. Vaporware gets flushed out while good teams keep building. 

Projects I am following

Arc
Ava
Ket
Moby
Griffain
Cookie
Fartcoin
Listen 
Cod3x
Almanak
Tank
Virtuals
Eliza

What else should I be looking at? https://t.co/y24DeGJJ08",,,https://t.co/y24DeGJJ08,,photo
Moby AI,https://x.com/mattdorta/status/1885348399525867791,https://pbs.twimg.com/profile_images/1760347829166379008/Rjrt7Uv3_normal.jpg,Matias | AssetDash 🏁,10,64663,1.88535E+18,mattdorta,1.88535E+18,2025-01-31 15:24:21+00:00,310,76,59,6,8,64996,0,2,0,FALSE,0,FALSE,127,FALSE,FALSE,FALSE,"two things dropping in early February for @mobyagent:

- replies on X 
- Premium Feeds powered by Moby AI in the @assetdash app",,"@mobyagent:, @assetdash",,,
Bully,https://x.com/loomdart/status/1885699132708233529,https://pbs.twimg.com/profile_images/1868517920541675520/xwojWs8n_normal.png,loomdart - Holy War Arc,8,78062,1.8857E+18,loomdart,1.8857E+18,2025-02-01 14:38:02+00:00,505,40,37,6,43,78078,0,0,2,FALSE,0,TRUE,326,FALSE,TRUE,FALSE,"the issue is the guy with $900 to invest doesn't have $900 to invest he has $900 to his name and is looking to be a millionaire and has no other source of income and wants to be lied to that it's all going to be ok 

that is not a good mental state to be in

it's impossible to… https://t.co/acG8vhw0Cs https://t.co/zC9UPWbFfG","$900, $900, $900",,"https://t.co/acG8vhw0Cs, https://t.co/zC9UPWbFfG",,
Goatseus Maximus,https://x.com/cryptopunk7213/status/1886056360007418117,https://pbs.twimg.com/profile_images/1749618359409209345/2guVla9i_normal.jpg,7213 | Ejaaz,7,14230,1.88606E+18,cryptopunk7213,1.88606E+18,2025-02-02 14:17:32+00:00,183,37,30,6,30,14254,0,0,1,FALSE,0,TRUE,299,FALSE,FALSE,FALSE,"It’s Sunday.

AI coins are downbad.

Vibe-shift to coins with fundamentals™️

Web2 founders launching memecoins.

Is it joe-over?

Some thoughts:

I don’t think the “cycle” is over.

Not when everything *outside* of our crypto bubble is bullish.

Trad AI sector getting more… https://t.co/Dam1SPp2kJ",,,https://t.co/Dam1SPp2kJ,,
soulgraph,https://x.com/francescoweb3/status/1884969983941444084,https://pbs.twimg.com/profile_images/1633392138879660035/1Y6smYir_normal.jpg,francesco,7,7110,1.88497E+18,francescoweb3,1.88497E+18,2025-01-30 14:20:39+00:00,54,11,20,6,13,7121,0,0,1,FALSE,0,TRUE,23,FALSE,FALSE,FALSE,https://t.co/8gqUnmDJ1n,,,https://t.co/8gqUnmDJ1n,,
Andy BNB ,https://x.com/PacmanBlur/status/1885500007094079780,https://pbs.twimg.com/profile_images/1499571704753901569/wLAcCdsu_normal.jpg,Pacman | Blur + Blast,4,32864,1.8855E+18,PacmanBlur,1.8855E+18,2025-02-01 01:26:47+00:00,152,58,35,6,9,33620,0,0,2,FALSE,0,TRUE,326,FALSE,TRUE,FALSE,"two additional fixes we just shipped

1) send app supports more tokens. if you sent in $ANDY or any other blast tokens, you can now see them and send them out as well

2) you can now complete the moonpay onboarding flow end to end all on mobile. previously you'd get locked out… https://t.co/2fa2fWNZmF https://t.co/JZwSZTP9pl",$ANDY,,"https://t.co/2fa2fWNZmF, https://t.co/JZwSZTP9pl",,
SNAI,https://x.com/Darky1k/status/1886738543713632452,https://pbs.twimg.com/profile_images/1793826582169079808/57HJVU3r_normal.jpg,Darky,1,61612,1.88674E+18,Darky1k,1.88674E+18,2025-02-04 11:28:17+00:00,695,104,98,6,52,64988,0,0,0,FALSE,0,FALSE,230,FALSE,FALSE,FALSE,"I have joined multiple startup projects at 30-50M marketcap that have runned to billions. 

What I have to say is that $SNAI has the potential to do the same pattern in the next  months. You are not aware of how early we are. Hold",$SNAI,,,,
EMP,https://x.com/AerodromeFi/status/1885387600317534214,https://pbs.twimg.com/profile_images/1691174347388399617/AnNwWdzS_normal.jpg,Aerodrome,1,16336,1.88539E+18,AerodromeFi,1.88539E+18,2025-01-31 18:00:07+00:00,300,12,45,6,5,16540,0,1,1,TRUE,1,TRUE,212,FALSE,FALSE,FALSE,"New Launch Alert: Empyreal ✈️

Big welcome to @EmpyrealSDK whose $EMP token is now available to trade and LP on Aerodrome, paired with $WETH.

Emissions and incentives are already flowing. https://t.co/QDsGZaRL8Q","$EMP, $WETH.",@EmpyrealSDK,https://t.co/QDsGZaRL8Q,,photo
NEUR,https://x.com/Darky1k/status/1884707795414524358,https://pbs.twimg.com/profile_images/1793826582169079808/57HJVU3r_normal.jpg,Darky,1,46716,1.88471E+18,Darky1k,1.88471E+18,2025-01-29 20:58:49+00:00,662,74,88,6,19,50768,1,0,1,TRUE,1,TRUE,68,FALSE,FALSE,FALSE,Binance is telling you $SNAI $NEUR #GRIFFAIN https://t.co/zFzFykT5Sk,"$SNAI, $NEUR",,https://t.co/zFzFykT5Sk,#GRIFFAIN,photo
Moby AI,https://x.com/mattdorta/status/1886838618313851082,https://pbs.twimg.com/profile_images/1760347829166379008/Rjrt7Uv3_normal.jpg,Matias | AssetDash 🏁,12,47891,1.88684E+18,mattdorta,1.88684E+18,2025-02-04 18:05:57+00:00,337,46,70,5,18,49484,0,3,1,TRUE,1,TRUE,272,FALSE,FALSE,FALSE,"new @assetdash app version rolling out this week - I've been using it for a month and it feels like a cheat code 

- Whale Watch Leaderboards powered by @mobyagent 
- Whale Watch Premium Feeds powered by @mobyagent 
- And on-ramping powered by ████ https://t.co/EE3HA6B0Pq",,"@assetdash, @mobyagent, @mobyagent",https://t.co/EE3HA6B0Pq,,photo
VVV,https://x.com/WazzCrypto/status/1886160187947425931,https://pbs.twimg.com/profile_images/1386091770312802305/83V7DZ4B_normal.jpg,Wazz,11,71585,1.88616E+18,WazzCrypto,1.88616E+18,2025-02-02 21:10:06+00:00,632,66,27,5,34,71622,0,1,0,FALSE,0,FALSE,266,FALSE,FALSE,FALSE,"The sad thing about $VVV is that people like @ErikVoorhees that have been here for years, on ""good standing"", and which supposedly are very well off and have built businesses and connections worth many millions, still resort to an easy grift to extract $10M+ in 1day","$VVV, $10M+",@ErikVoorhees,,,
MORPH,https://x.com/jtguibas/status/1885060794846765532,https://pbs.twimg.com/profile_images/1884842162782932992/aohIABmU_normal.jpg,jtguibas.eth,9,9340,1.88506E+18,jtguibas,1.88506E+18,2025-01-30 20:21:30+00:00,125,23,2,5,34,9347,0,0,0,FALSE,0,FALSE,173,FALSE,FALSE,FALSE,"Projects using zero-knowledge proofs in 2025:

- Ethereum
- Celestia
- Eigenlayer
- World
- Sui
- Avail
- Aptos
- Mantle
- Conduit
- Alpen
- Citrea
- Morph

⊹ZK⊹ everything.",,,,,
Bankr,https://x.com/0xDeployer/status/1885598090390102173,https://pbs.twimg.com/profile_images/1816688728951476224/PkVN69ln_normal.jpg,deployer,6,8166,1.8856E+18,0xDeployer,1.8856E+18,2025-02-01 07:56:32+00:00,140,18,21,5,1,8215,0,1,0,FALSE,0,FALSE,52,FALSE,FALSE,FALSE,dialing in 100% accuracy for @bankrbot transactions.,,@bankrbot,,,
ChainGPT,https://x.com/Chain_GPT/status/1886742487126904989,https://pbs.twimg.com/profile_images/1874609296119320576/RMXAHHLa_normal.jpg,ChainGPT,6,53418,1.88674E+18,Chain_GPT,1.88674E+18,2025-02-04 11:43:57+00:00,703,260,175,5,5,56262,0,1,2,TRUE,1,TRUE,287,FALSE,FALSE,FALSE,"Binance Pay x ChainGPT: Join now to earn incredible $CGPT rewards!

💰 Claim Red Packets for epic prizes
📅 Feb 1-28 | Invite friends, earn BIG

With exposure to tens of millions of @binance users, we're taking $CGPT worldwide!

Read more ➡️ https://t.co/cpb0yR1kja https://t.co/5b7FeudvQW","$CGPT, $CGPT",@binance,"https://t.co/cpb0yR1kja, https://t.co/5b7FeudvQW",,photo
Toshi,https://x.com/davidgokhshtein/status/1884976783268762001,https://pbs.twimg.com/profile_images/1884842144902311936/KW9DNYU9_normal.jpg,David Gokhshtein,5,47244,1.88498E+18,davidgokhshtein,1.88498E+18,2025-01-30 14:47:40+00:00,1181,101,113,5,15,50130,0,0,0,FALSE,0,FALSE,254,FALSE,FALSE,FALSE,"You really think $BRETT—the number one meme on Base—won’t get listed on Coinbase?

Have you not seen Coinbase pushing out marketing material on it for the past few months?

If Toshi took off after its listing, I expect Brett to do the same—if not bigger.",$BRETT—the,,,,
Rektguy,https://x.com/EricCLFung/status/1887139772143227058,https://pbs.twimg.com/profile_images/1882234670668247040/_JsHBFL0_normal.jpg,EricF,5,3987,1.88714E+18,EricCLFung,1.88714E+18,2025-02-05 14:02:37+00:00,81,27,41,5,3,8375,0,1,2,TRUE,1,TRUE,324,FALSE,TRUE,FALSE,"In case, you didn't know, @RektguyAI &amp; $REKT is on fire 🔥

TLDR in the 2nd post from an OG NFT to a AI Meme Token, quite awesome, this NFT story is... 

NFT value down, but never dead, a good case study compared with $anime and azuki

Here's what you need to know 🧵👇 (1/7) https://t.co/hJVUH3di1r https://t.co/Gyimdl9b8R","$REKT, $anime",@RektguyAI,"https://t.co/hJVUH3di1r, https://t.co/Gyimdl9b8R",,photo
SNAI,https://x.com/wizardofsoho/status/1886765837643583987,https://pbs.twimg.com/profile_images/1748136011417161728/2AVT6Js__normal.jpg,"Wizard Of SoHo (🍷,🍷)",4,43132,1.88677E+18,wizardofsoho,1.88677E+18,2025-02-04 13:16:44+00:00,552,224,105,5,22,43608,0,0,1,TRUE,1,TRUE,192,FALSE,FALSE,FALSE,Gm was looking for coins that had the strongest bounce post liquidation 24 hours ago... In AI sector... this has had one of the best rebounds... $SNAI .. Quite amazing. https://t.co/ZECeqqj4cX,$SNAI,,https://t.co/ZECeqqj4cX,,photo
AVA,https://x.com/artsch00lreject/status/1885782650637672799,https://pbs.twimg.com/profile_images/1654073228426629120/uxDUcLH6_normal.jpg,artsch00lreject,4,20023,1.88578E+18,artsch00lreject,1.88578E+18,2025-02-01 20:09:54+00:00,151,38,30,5,18,20081,0,0,1,TRUE,1,TRUE,103,FALSE,FALSE,FALSE,if I was bullish agents having another go this would be the horse I choose $ava https://t.co/xVJ0NrHlzL,$ava,,https://t.co/xVJ0NrHlzL,,photo
Luna by Virtuals,https://x.com/lynk0x/status/1886886655627329783,https://pbs.twimg.com/profile_images/1848910264051052546/Mu18BSYv_normal.jpg,lynk,3,85672,1.88689E+18,lynk0x,1.88689E+18,2025-02-04 21:16:50+00:00,1179,231,205,5,65,95250,0,0,1,TRUE,1,TRUE,46,FALSE,FALSE,FALSE,POV: You aped in $LUNA https://t.co/PjiQ7WcexW,$LUNA,,https://t.co/PjiQ7WcexW,,photo
EMP,https://x.com/CryptoKaduna/status/1885104580515561694,https://pbs.twimg.com/profile_images/1761532928452894720/N6A-Up8e_normal.jpg,Kaduna,2,26470,1.8851E+18,CryptoKaduna,1.8851E+18,2025-01-30 23:15:30+00:00,288,50,70,5,8,27069,0,0,1,TRUE,1,TRUE,105,FALSE,FALSE,FALSE,"A new DefAI agent launched while using $EMP as trading pair.

Look at the result. https://t.co/WsVnVsg0ua",$EMP,,https://t.co/WsVnVsg0ua,,photo
DREAMS,https://x.com/lordOfAFew/status/1885918280063602854,https://pbs.twimg.com/profile_images/1846857109964820480/Tbi1RmUI_normal.jpg,🍞☁⛩️ (realms/acc),2,6542,1.88592E+18,lordOfAFew,1.88592E+18,2025-02-02 05:08:51+00:00,88,5,21,5,3,6690,0,2,2,TRUE,1,TRUE,327,FALSE,FALSE,FALSE,"v0.0.4 @daydreamsagents out

- 4 new Contributors
- Greater state abstraction
- Cleanups and iterations
- @HyperliquidX example
- New websocket streaming IO
- Telegram example

This is a fairly minor patch as we push on to a 0.1.0 which will introduce a more stable architecture… https://t.co/jJqTMdxWZt https://t.co/9w2nQnZcaj",,"@daydreamsagents, @HyperliquidX","https://t.co/jJqTMdxWZt, https://t.co/9w2nQnZcaj",,photo
Act I The AI Prophecy,https://x.com/0xPepesso/status/1886525517056131541,https://pbs.twimg.com/profile_images/1728681483840245760/GYFglo2j_normal.jpg,Pepesso,1,129558,1.88653E+18,0xPepesso,1.88653E+18,2025-02-03 21:21:47+00:00,254,35,64,5,409,130050,0,0,1,TRUE,1,TRUE,238,FALSE,FALSE,FALSE,"I CRACKED BINANCE LISTING PATTERN

it works perfectly:
• $ACT (400x)
• $AIXBT (152x)

Right now, Binance is quietly buying new coins before next announcements.

Here are 5 lowcaps that could hit Binance in weeks 👇🧵 https://t.co/te7xVf3QCd","$ACT, $AIXBT",,https://t.co/te7xVf3QCd,,photo
Rektguy,https://x.com/osf_rekt/status/1886412112496337055,https://pbs.twimg.com/profile_images/1859616195797823488/qiLRzcjU_normal.jpg,OSF,26,11927,1.88641E+18,osf_rekt,1.88641E+18,2025-02-03 13:51:10+00:00,234,54,71,4,4,11985,0,2,1,TRUE,1,TRUE,106,FALSE,FALSE,FALSE,"$REKT featured as the most trending coin on @base by @CoinMarketCap 

(link below) https://t.co/oRoBgpMfeQ",$REKT,"@base, @CoinMarketCap",https://t.co/oRoBgpMfeQ,,photo
ARC,https://x.com/0xelonmoney/status/1885305032226099393,https://pbs.twimg.com/profile_images/1837103125737467904/3CZm2Hh4_normal.jpg,ElonMoney,10,33903,1.88531E+18,0xelonmoney,1.88531E+18,2025-01-31 12:32:01+00:00,391,58,76,4,58,33915,0,0,1,FALSE,0,TRUE,299,FALSE,FALSE,FALSE,"There are two key issues I’m noticing right now that are holding back the growth of fundamental tokens like $ai16z and $arc:

1. People don’t know what to do after the Trump memecoin launch - many are just sitting in SOL/stables, afraid to buy back AI tokens because they’ve… https://t.co/Ch0bnBx0aK","$ai16z, $arc:",,https://t.co/Ch0bnBx0aK,,
HENLO,https://x.com/MagicEden/status/1886780873820811350,https://pbs.twimg.com/profile_images/1815769204076822528/QspI9k-9_normal.jpg,Magic Eden 🪄,9,35288,1.88678E+18,MagicEden,1.88678E+18,2025-02-04 14:16:29+00:00,393,109,35,4,0,36008,0,0,0,FALSE,0,FALSE,30,FALSE,FALSE,FALSE,"bm and henlo, is it Feb 6 yet?",,,,,
Otto the intern of Botto,https://x.com/verse_works/status/1885252826755895537,https://pbs.twimg.com/profile_images/1599816737758879746/L-OdS7YP_normal.jpg,verse,9,3940,1.88525E+18,verse_works,1.88525E+18,2025-01-31 09:04:34+00:00,60,0,12,4,6,6541,0,0,2,TRUE,1,TRUE,324,FALSE,FALSE,FALSE,"p5 Botto: The Self-Evolving Creative Coder

by Luba Elliott

A new universe of possibilities within Botto’s artistic practice has opened up through p5.js, a creative coding library commonly used in generative art projects. Now, instead of relying on specific image generation… https://t.co/h3o8BJ5uaQ https://t.co/TV7CIvLvhN",,,"https://t.co/h3o8BJ5uaQ, https://t.co/TV7CIvLvhN",,video
GOD,https://x.com/Crypto_McKenna/status/1884963334480593198,https://pbs.twimg.com/profile_images/1856831726867132417/nVzegK8f_normal.jpg,McKenna,7,19243,1.88496E+18,Crypto_McKenna,1.88496E+18,2025-01-30 13:54:14+00:00,58,14,6,4,14,19304,0,0,3,TRUE,1,TRUE,352,FALSE,TRUE,FALSE,"Mobile Gaming has access to 1.9B users, generates $100B in revenue annually and a strong CAGR until 2030.

Web3 monitization so far has demonstrated deeper player spend and also greater retention numbers due to ownership attachment.

We are now on the slope of enlightenment when… https://t.co/xeczaHEXYf https://t.co/YjjXy3yzGD https://t.co/wnnTmGu5UC",$100B,,"https://t.co/xeczaHEXYf, https://t.co/YjjXy3yzGD, https://t.co/wnnTmGu5UC",,photo
Rektguy,https://x.com/briangarrett/status/1885295350027522392,https://pbs.twimg.com/profile_images/1879695266535690240/CtKOERYX_normal.jpg,BG 💽,6,8129,1.8853E+18,briangarrett,1.8853E+18,2025-01-31 11:53:33+00:00,212,32,28,4,5,8141,0,3,0,FALSE,0,FALSE,92,FALSE,FALSE,FALSE,"My favorite ETH communities 
1. $MOG (@mogcoin)
2. $REKT (@RektCoin)
3. $PEPE (@pepecoineth)","$MOG, $REKT, $PEPE",,,,
Wayfinder,https://x.com/templecrash/status/1885481170386772306,https://pbs.twimg.com/profile_images/1681801867955937280/lmUBvTWV_normal.jpg,//Kalos,5,12848,1.88548E+18,templecrash,1.88548E+18,2025-02-01 00:11:56+00:00,161,16,24,4,19,13117,0,1,1,TRUE,1,TRUE,90,FALSE,FALSE,FALSE,Unwind my aave positions on base and buy 1 trump coin @AIWayfinder https://t.co/aguJtmHeEq,,@AIWayfinder,https://t.co/aguJtmHeEq,,video
Hey Anon,https://x.com/danielesesta/status/1886548198610620694,https://pbs.twimg.com/profile_images/1878693467309699072/UPAg7Z23_normal.jpg,Daniele,4,17921,1.88655E+18,danielesesta,1.88655E+18,2025-02-03 22:51:55+00:00,264,27,46,4,15,17975,0,1,1,FALSE,0,TRUE,219,FALSE,TRUE,FALSE,This was the beginning of the term DeFAI. 7th of February you’ll be able to get a taste of all 3 pillars of it as outlined here on @HeyAnonai Public Beta. Is just the beginning but I’m so excited https://t.co/uzXQAwKkiM,,@HeyAnonai,https://t.co/uzXQAwKkiM,,
ASYM,https://x.com/mungimungimungi/status/1885853670669185168,https://pbs.twimg.com/profile_images/1807955712611655680/VoSxLh_d_normal.jpg,mungi,4,8498,1.88585E+18,mungimungimungi,1.88585E+18,2025-02-02 00:52:07+00:00,86,17,21,4,1,8550,0,0,1,FALSE,0,TRUE,131,FALSE,TRUE,FALSE,"market crashing,
timeline bear posting,
lots of crying in the casino

ASYM DOESNT CARE. 
SHOOTERS SHOOT.

\ https://t.co/Qw1VB1WbDi",,,https://t.co/Qw1VB1WbDi,,
ASYM,https://x.com/mungimungimungi/status/1885068788162556176,https://pbs.twimg.com/profile_images/1807955712611655680/VoSxLh_d_normal.jpg,mungi,4,7376,1.88507E+18,mungimungimungi,1.88507E+18,2025-01-30 20:53:16+00:00,70,6,10,4,8,7422,0,1,1,FALSE,0,TRUE,113,FALSE,TRUE,FALSE,"probably the most accurate, thorough breakdown of ASYM I've seen.

good report @real_sifu https://t.co/F8K5ojwDgR",,@real_sifu,https://t.co/F8K5ojwDgR,,
Hustle,https://x.com/_ilmoi/status/1884733185361129541,https://pbs.twimg.com/profile_images/1858206308857765888/N8o2v73R_normal.jpg,ilmoi,4,14511,1.88473E+18,_ilmoi,1.88473E+18,2025-01-29 22:39:42+00:00,279,31,19,4,6,14621,0,0,0,FALSE,0,FALSE,132,FALSE,FALSE,FALSE,"First Tensor. Now Vector.

We're putting the onchain economy into every pocket on earth. Billions of people.

All governed by $TNSR.",$TNSR.,,,,
alchemist ai,https://x.com/Darky1k/status/1885045737676853648,https://pbs.twimg.com/profile_images/1793826582169079808/57HJVU3r_normal.jpg,Darky,2,25588,1.88505E+18,Darky1k,1.88505E+18,2025-01-30 19:21:40+00:00,512,93,38,4,16,25886,1,0,0,FALSE,0,FALSE,186,FALSE,FALSE,FALSE,"If you’re losing money in memes you deserve it. 

Start buying utility and longterm projects that will give you a 100x by holding like $snai #griffain or $alch 

Soon people will realize","$snai, $alch",,,#griffain,
